,HPhylomeDB|P00395,EggNOG|COG0843,HOGENOM|NA,HOVERGEN|HBG003841,OMA|FHGLASM,KO|K02256
B8R7P0,,,,B8R7P0_9SALA,,
B8RC45,,,,B8RC45_HUMAN,,
B8RFT7,,,,B8RFT7_HUMAN,,
B8X558,,,,B8X558_HUMAN,,
B8X5M7,,,,B8X5M7_HUMAN,,
B8X5P0,,,,B8X5P0_HUMAN,,
B8XGI6,,B8XGI6_PEDHC,,,,
B8XWW0,,,,B8XWW0_SCAGH,,
B8Y3W9,,,,B8Y3W9_EPILA,,
B8Y959,,B8Y959_PEDHC,,,,
B8YB91,,,,B8YB91_THYCY,,
B8YBB7,,,,B8YBB7_MYRFA,,
B8YQA3,,,,B8YQA3_SCASC,,
B8YQL3,,,,B8YQL3_SINPU,,
B8YR26,,,,B8YR26_SCAFO,,
B8ZS43,,B8ZS43_MYCLB,,,,
B9DQ55,,B9DQ55_STACT,,,,
B9EB29,,B9EB29_MACCJ,,,,
B9EC37,,B9EC37_MACCJ,,,,
B9ECH4,,,,B9ECH4_9TELE,,
B9ECI7,,,,B9ECI7_9TELE,,
B9ECK0,,,,B9ECK0_9TELE,,
B9ECL3,,,,B9ECL3_9TELE,,
B9ECM5,,,,B9ECM5_9TELE,,
B9ECN9,,,,B9ECN9_9TELE,,
B9ECQ2,,,,B9ECQ2_9TELE,,
B9IW22,,B9IW22_BACCQ,,,,
B9J4Z4,,B9J4Z4_BACCQ,,,,
B9JAP0,,B9JAP0_AGRRK,,,B9JAP0_AGRRK,
B9JGZ4,,B9JGZ4_AGRRK,,,,
B9JMA2,,B9JMA2_AGRRK,,,,
B9JT25,,B9JT25_AGRVS,,,B9JT25_AGRVS,
B9K2U6,,B9K2U6_AGRVS,,,,
B9KGP5,,B9KGP5_ANAMF,,,,
B9KJJ7,,B9KJJ7_RHOSK,,,,
B9KM50,,B9KM50_RHOSK,,,,
B9KWD1,,B9KWD1_RHOSK,,,,
B9KYL2,,B9KYL2_THERP,,,,
B9KYZ9,,B9KYZ9_THERP,,,,
B9L1Q3,,B9L1Q3_THERP,,,,
B9L3N0,,B9L3N0_THERP,,,,
B9L3U0,,B9L3U0_THERP,,,,
B9LHY4,,B9LHY4_CHLSY,,,,
B9LJV7,,B9LJV7_CHLSY,,,,
B9LSP1,,B9LSP1_HALLT,,,,
B9LUQ9,,B9LUQ9_HALLT,,,,
B9MBM5,,B9MBM5_ACIET,,,,
B9MF23,,B9MF23_ACIET,,,,
B9T957,,,,,,B9T957_RICCO
B9T9Z2,,,,,,B9T9Z2_RICCO
B9TUZ9,,,,B9TUZ9_9TELE,,
B9TV00,,,,B9TV00_9TELE,,
B9TV01,,,,B9TV01_9TELE,,
B9TV02,,,,B9TV02_9TELE,,
B9TV04,,,,B9TV04_9TELE,,
B9TV05,,,,B9TV05_9TELE,,
B9TV06,,,,B9TV06_9TELE,,
B9TV07,,,,B9TV07_9TELE,,
B9TV08,,,,B9TV08_9TELE,,
B9TV09,,,,B9TV09_9TELE,,
B9TV10,,,,B9TV10_9TELE,,
B9TV11,,,,B9TV11_LEIEQ,,
B9TV12,,,,B9TV12_9TELE,,
B9TV13,,,,B9TV13_9TELE,,
B9TV17,,,,B9TV17_9GOBI,,
B9TV18,,,,B9TV18_9GOBI,,
B9TV19,,,,B9TV19_9TELE,,
B9TV20,,,,B9TV20_9TELE,,
B9TV25,,,,B9TV25_9PASE,,
B9TV32,,,,B9TV32_9PASE,,
B9TV34,,,,B9TV34_9PASE,,
B9TV37,,,,B9TV37_9PASE,,
B9TV38,,,,B9TV38_9PASE,,
B9TV40,,,,B9TV40_9PASE,,
B9TXX7,,,,B9TXX7_LAMPL,,
B9TXX8,,,,B9TXX8_LAMPL,,
B9TXX9,,,,B9TXX9_LAMFL,,
B9TXY0,,,,B9TXY0_9PETR,,
B9TXY1,,,,B9TXY1_9PETR,,
B9TXY2,,,,B9TXY2_PETMA,,
B9TXY3,,,,B9TXY3_PETMA,,
B9TY70,,,,B9TY70_CANFA,,
B9TYL3,,,,B9TYL3_CANFA,,
B9U2D5,,,,B9U2D5_9SAUR,,
B9U2D6,,,,B9U2D6_9SAUR,,
B9U2D7,,,,B9U2D7_9SAUR,,
B9U2E1,,,,B9U2E1_9SAUR,,
B9U2E4,,,,B9U2E4_9SAUR,,
B9U2E5,,,,B9U2E5_9SAUR,,
B9U2E8,,,,B9U2E8_9SAUR,,
B9U2F2,,,,B9U2F2_9SAUR,,
B9U2F5,,,,B9U2F5_GECJA,,
B9UD52,,,,B9UD52_SOUCH,,
B9UD65,,,,B9UD65_TURAD,,
B9UD78,,,,B9UD78_TURTR,,
B9UD91,,,,B9UD91_DELCA,,
B9UDA4,,,,B9UDA4_GRAGR,,
B9UDB7,,,,B9UDB7_STEAT,,
B9UDD0,,,,B9UDD0_STECO,,
B9UDE3,,,,B9UDE3_9LABR,,
B9UDF6,,,,B9UDF6_9LABR,,
B9UJD9,,,,B9UJD9_9SAUR,,
B9UKW8,,,,B9UKW8_9TELE,,
B9USN2,,,,B9USN2_9FALC,,
B9UU61,,,,B9UU61_9PASS,,
B9UUF3,,,,B9UUF3_9CHAR,,
B9UUM0,,,,B9UUM0_9CHAR,,
B9UUQ4,,,,B9UUQ4_LEPRF,,
B9UV78,,,,B9UV78_9AVES,,
B9UVD1,,,,B9UVD1_9COLU,,
B9VW50,,,,B9VW50_9TELE,,
B9ZUU9,,,,,B9ZUU9_PIG,
C0Q7W7,,C0Q7W7_SALPC,,,,
C0QTR7,,C0QTR7_PERMH,,,,
C0R2X4,,C0R2X4_WOLWR,,,,
C0RGA7,,C0RGA7_BRUMB,,,,
C0RHH5,,C0RHH5_BRUMB,,,C0RHH5_BRUMB,
C0Z3N9,,C0Z3N9_SCHJA,,,,
C0Z581,,C0Z581_BREBN,,,,
C0Z5P7,,C0Z5P7_BREBN,,,,
C0Z7C7,,C0Z7C7_BREBN,,,,
C0ZJS9,,C0ZJS9_BREBN,,,,
C0ZMK5,,C0ZMK5_RHOE4,,,,
C0ZSW3,,C0ZSW3_RHOE4,,,,
C0ZXI0,,C0ZXI0_RHOE4,,,,
C1A5N7,,C1A5N7_GEMAT,,,,
C1AGG1,,C1AGG1_MYCBT,,,,
C1AS81,,C1AS81_RHOOB,,,,
C1B1Q1,,C1B1Q1_RHOOB,,,C1B1Q1_RHOOB,
C1B9P4,,C1B9P4_RHOOB,,,,
C1CXA3,,C1CXA3_DEIDV,,,,
C1DA53,,C1DA53_LARHH,,,,
C1DG41,,C1DG41_AZOVD,,,,
C1DPB6,,C1DPB6_AZOVD,,,,
C1EPV7,,C1EPV7_BACC3,,,,
C1EXN8,,C1EXN8_BACC3,,,,
C1F1D0,,C1F1D0_ACIC5,,,,
C1KRF3,,,,,,C1KRF3_MICSR
C3K1U6,,C3K1U6_PSEFS,,,,
C3K5T9,,C3K5T9_PSEFS,,,,
C3KLP2,,C3KLP2_RHISN,,,,
C3LFD7,,C3LFD7_BACAC,,,,
C3LI09,,C3LI09_BACAC,,,,
C3MH24,,C3MH24_RHISN,,,,
C3MHJ2,,C3MHJ2_RHISN,,,C3MHJ2_RHISN,
C3MJS2,,C3MJS2_SULIL,,,,
C3MLA3,,C3MLA3_SULIL,,,,
C3MMN5,,C3MMN5_SULIL,,,,
C3MSG4,,C3MSG4_SULIM,,,,
C3MT72,,C3MT72_SULIM,,,,
C3MZ30,,C3MZ30_SULIM,,,,
C3N079,,C3N079_SULIA,,,,
C3N255,,C3N255_SULIA,,,,
C3N350,,C3N350_SULIA,,,,
C3N8U6,,C3N8U6_SULIY,,,,
C3NAG6,,C3NAG6_SULIY,,,,
C3NCE3,,C3NCE3_SULIY,,,,
C3NFH1,,C3NFH1_SULIN,,,,
C3NL36,,C3NL36_SULIN,,,,
C3NMM2,,C3NMM2_SULIN,,,,
C3P0I4,,C3P0I4_BACAA,,,,
C3P6V0,,C3P6V0_BACAA,,,,
C3PNC6,,C3PNC6_RICAE,,,,
C3W4Y7,,,,,,C3W4Y7_MACFA
C4K2B5,,C4K2B5_RICPU,,,,
C4K7N4,,C4K7N4_HAMD5,,,,
C4K8K7,,C4K8K7_HAMD5,,,,
C4KEX0,,C4KEX0_SULIK,,,,
C4KJN8,,C4KJN8_SULIK,,,,
C4KLA2,,C4KLA2_SULIK,,,,
C4KPD2,,C4KPD2_BURPE,,,,
C4KQX7,,C4KQX7_BURPE,,,,
C4KRB9,,C4KRB9_BURPE,,,,
C4KUQ9,,C4KUQ9_BURPE,,,,
C4L2Y9,,C4L2Y9_EXISA,,,,
C4L5D9,,C4L5D9_EXISA,,,,
C4L838,,C4L838_TOLAT,,,,
C4LJZ3,,C4LJZ3_CORK4,,,,
C4XNK4,,C4XNK4_DESMR,,,,
C4ZNF4,,C4ZNF4_THASP,,,,
C4ZTI8,,C4ZTI8_ECOBW,,,,
C5ADP1,,C5ADP1_BURGB,,,,
C5AFM8,,C5AFM8_BURGB,,,,
C5AJH2,,C5AJH2_BURGB,,,,
C5APE6,,C5APE6_METEA,,,,
C5ARM3,,C5ARM3_METEA,,,,
C5AYB1,,C5AYB1_METEA,,,,
C5BFX3,,C5BFX3_EDWI9,,,,
C5BKT8,,C5BKT8_TERTT,,,,
C5C514,,C5C514_BEUC1,,,,
C5CCB4,,C5CCB4_MICLC,,,,
C5CJV1,,C5CJV1_VARPS,,,,
C5CLF5,,C5CLF5_VARPS,,,,
C5CR55,,C5CR55_VARPS,,,,
C5CVI9,,C5CVI9_VARPS,,,,
C5CWQ4,,C5CWQ4_VARPS,,,,
C5D2J3,,C5D2J3_GEOSW,,,,
C5D864,,C5D864_GEOSW,,,,
C6ABD8,,C6ABD8_BARGA,,,,
C6B313,,C6B313_RHILS,,,,
C6B3M6,,C6B3M6_RHILS,,,C6B3M6_RHILS,
C6B7T6,,C6B7T6_RHILS,,,,
C6B876,,C6B876_RHILS,,,,
C6B8H7,,C6B8H7_RHILS,,,,
C6BBD4,,C6BBD4_RALP1,,,,
C6BF42,,C6BF42_RALP1,,,,
C6BIR0,,C6BIR0_RALP1,,,,
C6BLU7,,C6BLU7_RALP1,,,,
C6CBD0,,C6CBD0_DICDC,,,,
C6CEI9,,C6CEI9_DICZE,,,,
C6CSR7,,C6CSR7_PAESJ,,,,
C6D2I6,,C6D2I6_PAESJ,,,,
C6DB49,,C6DB49_PECCP,,,,
C6DVL7,,C6DVL7_MYCTK,,,,
C6E7U6,,C6E7U6_GEOSM,,,,
C6EL35,,C6EL35_ECOBD,,,,
C6UBP6,,C6UBP6_ECOBR,,,,
C6UNA3,,C6UNA3_HODCD,,,,
C6UZ70,,C6UZ70_ECO5T,,,,
C6V5A3,,C6V5A3_NEORI,,,C6V5A3_NEORI,
C6VT35,,C6VT35_DYAFD,,,,
C6WCY8,,C6WCY8_ACTMD,,,,
C6WI99,,C6WI99_ACTMD,,,C6WI99_ACTMD,
C6WNM7,,C6WNM7_ACTMD,,,,
C6WU64,,C6WU64_METML,,,,
C6XD36,,C6XD36_METGS,,,,
C6XEZ4,,C6XEZ4_LIBAP,,,,
C6XR86,,C6XR86_HIRBI,,,,
C6XZ38,,C6XZ38_PEDHD,,,,
C7C6M5,,C7C6M5_METED,,,,
C7C896,,C7C896_METED,,,,
C7CCV7,,C7CCV7_METED,,,,
C7CFJ7,,C7CFJ7_METED,,,,
C7CLV4,,C7CLV4_METED,,,,
C7JAX2,,C7JAX2_ACEP3,,,,
C7JBR8,,C7JBR8_ACEP3,,,,
C7LFA1,,C7LFA1_BRUMC,,,,
C7LGG3,,C7LGG3_BRUMC,,,C7LGG3_BRUMC,
C7LU11,,C7LU11_DESBD,,,,
C7M0W5,,C7M0W5_ACIFD,,,,
C7M189,,C7M189_ACIFD,,,,
C7MCD7,,C7MCD7_BRAFD,,,,
C7MTF7,,C7MTF7_SACVD,,,,
C7MWZ2,,C7MWZ2_SACVD,,,,
C7NIK1,,C7NIK1_KYTSD,,,,
C7NNK3,,C7NNK3_HALUD,,,,
C7NVV4,,C7NVV4_HALMD,,,,
C7NWS3,,C7NWS3_HALMD,,,C7NWS3_HALMD,
C7P138,,C7P138_HALMD,,,,
C7P563,,C7P563_HALMD,,,,
C7PG37,,C7PG37_CHIPD,,,,
C7QBL2,,C7QBL2_CATAD,,,,
C7R4P5,,C7R4P5_JONDD,,,,
C7R7F1,,C7R7F1_KANKD,,,,
C7RP99,,C7RP99_ACCPU,,,,
C7RV13,,C7RV13_ACCPU,,,,
C8TJ24,,C8TJ24_ECO26,,,,
C8U2B8,,C8U2B8_ECO10,,,,
C8UIL5,,C8UIL5_ECO1A,,,,
C8WSR1,,C8WSR1_ALIAD,,,,
C8WTG5,,C8WTG5_ALIAD,,,,
C8XFI4,,C8XFI4_NAKMY,,,,
C8XFW6,,C8XFW6_NAKMY,,,,
C8YAE4,,,,,C8YAE4_HUMAN,
C9RX92,,C9RX92_GEOSY,,,,
C9RZF7,,C9RZF7_GEOSY,,,,
C9S1Z9,,C9S1Z9_GEOSY,,,,
C9SZA6,,,,,,C9SZA6_VERA1
D0J6G9,,D0J6G9_COMT2,,,,
D0J816,,D0J816_COMT2,,,,
D0K3X4,,D0K3X4_STAAD,,,,
D0KJJ3,,D0KJJ3_PECWW,,,,
D0KXM6,,D0KXM6_HALNC,,,,
D0LCZ2,,D0LCZ2_GORB4,,,,
D0LEX9,,D0LEX9_GORB4,,,,
D0LJB0,,D0LJB0_HALO1,,,,
D0LN57,,D0LN57_HALO1,,,,
D0MCV9,,D0MCV9_RHOM4,,,,
D0MDE3,,D0MDE3_RHOM4,,,,
D0MIZ3,,D0MIZ3_RHOM4,,,,
D0QJT1,,D0QJT1_APIME,,,,
D0VEF6,,,,,,D0VEF6_CAPHI
D1ABA1,,,,,D1ABA1_THECD,
D1C450,,,,,D1C450_SPHTD,
D4GUY6,,,,,D4GUY6_HALVD,
D4PBR3,,,,,,D4PBR3_COLLI
D5BSW5,,,,,D5BSW5_PUNMI,
D5C495,,,,,D5C495_NITHN,
D5VHE6,,,,,D5VHE6_CAUST,
D6RR50,,,,,,D6RR50_COPC7
D6YBQ3,,,,,D6YBQ3_THEBD,
D7RWS9,,,,,,D7RWS9_CALMI
D8K4L4,,,,,D8K4L4_NITWC,
D9TA90,,,,,D9TA90_MICAI,
E0XIC3,,,,,,E0XIC3_PANPA
E1T6F0,,,,,E1T6F0_BURSG,
E1VCN2,,,,,E1VCN2_HALED,
E2DS19,,,,,,E2DS19_CULQU
E2F7B3,,,,,E2F7B3_PANTR,
E2IH80,,,,,,E2IH80_PSEHU
E3T1V7,,,,,E3T1V7_PIG,
E4WJT1,,,,,E4WJT1_RHOE1,
E6RL32,,,,,E6RL32_PSEU9,
E8T815,,,,,E8T815_MESCW,
E9NPC9,,,,,,E9NPC9_HETGA
E9P289,,,,,,E9P289_RICCO
F0L7C8,,,,,F0L7C8_AGRSH,
F1DPN3,,,,,,F1DPN3_9CHLO
F4LG19,,,,,F4LG19_BORPC,
F7WD41,,,,,,F7WD41_SORMK
G0A3Q7,,,,,G0A3Q7_METMM,
G1C2Z2,,,,,,G1C2Z2_ARATH
G1DJA5,,,,,,G1DJA5_CHATD
G1FKC0,,,,,,G1FKC0_SARHA
G3EIX2,,,,,,G3EIX2_CUCSA
G3QCP6,,,,,G3QCP6_GASAC,
G3SHV8,,,,,G3SHV8_GORGO,G3SHV8_GORGO
G5D5F0,,,,,,G5D5F0_NANGA
G7Z740,,,,,G7Z740_AZOL4,
G8CRC3,,,,,,G8CRC3_LOALO
G8PRR5,,,,,G8PRR5_PSEUV,
G9HNS5,,,,,,G9HNS5_PHODC
H2VF34,,,,,H2VF34_TAKRU,
H3C6G5,,,,,H3C6G5_TETNG,
H9D0P5,,,,,,H9D0P5_EMENI
H9KUX4,,,,,H9KUX4_MACMU,H9KUX4_MACMU
I3TPG3,,,,,I3TPG3_TISMK,
J9JER8,,,,,,J9JER8_MALDO
K0D9W3,,,,,K0D9W3_ALTMS,
K5WU26,,,,,,K5WU26_AGABU
K8EXI2,,,,,,K8EXI2_9CHLO
O03167,,,,COX1_LATCH,COX1_LATCH,COX1_LATCH
O03198,,,,COX1_CERSI,,
O03515,,,,COX1_APTAU,,
O03521,,,,COX1_CASBE,,
O03524,,,,COX1_DRONO,,
O03537,,,,O03537_OTUGR,,
O03539,,,,COX1_NOTPE,,
O03546,,,,COX1_RHEAM,,
O03554,,,,COX1_TINMA,,
O21002,,,,O21002_BRALA,,
O21042,COX1_DICDI,,,,,COX1_DICDI
O21079,,,,COX1_MYXGL,,
O21107,,,,O21107_AEGAC,,
O21115,,,,O21115_ASIFL,,
O21120,,,,O21120_ANAPL,,
O21123,,,,O21123_9FALC,,
O21130,,,,O21130_BUTBU,,
O21133,,,,O21133_BUTJA,,
O21134,,,,O21134_BUBVI,,
O21135,,,,O21135_CIRAE,,
O21136,,,,O21136_9AVES,,
O21139,,,,O21139_9FALC,,
O21141,,,,O21141_CHOMI,,
O21170,,,,O21170_9FALC,,
O21178,,,,O21178_HALLE,,
O21193,,,,O21193_9FALC,,
O21200,,,,O21200_NINPH,,
O21201,,,,O21201_BUBSC,,
O21203,,,,O21203_OTUME,,
O21204,,,,O21204_PERAV,,
O21212,,,,O21212_PANHA,,
O21304,,,,O21304_9FALC,,
O21307,,,,O21307_TAUHA,,
O21327,,,,COX1_DASNO,,
O21399,,,,COX1_STRCA,,
O21734,,,,O21734_MESAU,,
O47869,,,,O47869_ALLMI,,
O54069,,COX1_RICPR,,,,
O63900,,,,O63900_GLIGL,,
O67935,,,,,O67935_AQUAE,
O78681,,,,COX1_CARAU,,
O78749,,,,COX1_SHEEP,COX1_SHEEP,COX1_SHEEP
O79394,,,,O79394_RHEAM,,
O79403,,,,COX1_SCYCA,,
O79429,,,,COX1_RABIT,COX1_RABIT,COX1_RABIT
O79548,,,,COX1_LYCSM,,
O79561,,,,O79561_MUSMN,,
O79672,,,,COX1_PELSU,,
O79876,,COX1_PIG,,COX1_PIG,COX1_PIG,COX1_PIG
O99040,,,,O99040_ATEGE,,
O99041,,,,COX1_COLPO,,
O99042,,,,O99042_HAPGR,,
O99043,,,,O99043_GALSE,,
O99044,,,,O99044_TARBA,,
O99596,,,,O99596_ARTJA,,
P00395,COX1_HUMAN,COX1_HUMAN,,COX1_HUMAN,COX1_HUMAN,COX1_HUMAN
P00396,,COX1_BOVIN,,COX1_BOVIN,,
P00397,,COX1_MOUSE,,COX1_MOUSE,,
P00398,,,,COX1_XENLA,,COX1_XENLA
P00399,COX1_DROME,COX1_DROME,,,,COX1_DROME
P00400,,,,,,COX1_DROYA
P00401,COX1_YEAST,COX1_YEAST,,,,COX1_YEAST
P03877,,SCE3_YEAST,,,,
P05502,,,,,,COX1_SORBI
P05503,COX1_RAT,COX1_RAT,,COX1_RAT,,
P07506,,,,,,COX1_SOYBN
P07657,COX1_SCHPO,COX1_SCHPO,,,,COX1_SCHPO
P08681,,,,,,COX1_CHLRE
P0ABI8,,CYOB_ECOLI,,,,
P0ABJ0,,CYOB_ECO57,,,,
P0C8K9,,COX1_CANAL,,,,
P14578,,COX1_ORYSJ,,,,COX1_ORYSJ
P15544,,COX1_STRPU,,,,COX1_STRPU
P18943,,COX1_CHICK,,COX1_CHICK,,COX1_CHICK
P20386,,COX1_KLULA,,,,COX1_KLULA
P20681,,,,,,COX1_PODAN
P22190,,YMC2_SCHPO,,,,
P24010,,COX1_BACSU,,,,
P24794,,,,,,COX1_BETVU
P24893,COX1_CAEEL,COX1_CAEEL,,,,COX1_CAEEL
P24983,,,,COX1_BALPH,,
P24984,,,,COX1_COTJA,,
P24985,,,,COX1_CYPCA,,
P31833,COX1_BRADU,COX1_BRADU,,,,
P33518,,COX1_HALSA,,,,
P34188,,,,COX1_FORLA,,
P34838,,,,,,COX1_ANOGA
P34956,,QOX1_BACSU,,,,
P38595,,,,COX1_HALGR,,
P39481,,QOXM_SULAC,,,,
P41293,,,,COX1_BALMU,,
P41310,,,,COX1_DIDVI,,
P48170,,,,COX1_ONCMY,,
P48659,,,,COX1_HORSE,COX1_HORSE,COX1_HORSE
P48866,,,,,,COX1_CHOCR
P48888,,,,COX1_FELCA,COX1_FELCA,COX1_FELCA
P57543,,CYOB_BUCAI,,,,
P60620,,COX1_ARATH,,,,COX1_ARATH
P62514,,COX1_ASHGO,,,,COX1_ASHGO
P63853,,COX1_MYCBO,,,,
P73907,,P73907_SYNY3,,,,
P92477,,,,COX1_EQUAS,,
P92661,,,,COX1_MACRO,,
P92692,,,,COX1_PONAB,,COX1_PONAB
P98000,,COXN_BRADU,,,,
P98004,,QOX1_SULAC,,,,
P98005,,COX13_THET8,,,,
P98057,,COX14_BRADU,,,,
Q001E0,,,,Q001E0_CERNT,,
Q00527,,,,COX1_PHOVI,,
Q01PD1,,Q01PD1_SOLUE,,,,
Q01R99,,Q01R99_SOLUE,,,,
Q01UX8,,Q01UX8_SOLUE,,,,
Q02BQ8,,Q02BQ8_SOLUE,,,,
Q02JF9,,Q02JF9_PSEAB,,,,
Q02UX2,,Q02UX2_PSEAB,,,,
Q04PG9,,Q04PG9_LEPBJ,,,,
Q055V6,,Q055V6_LEPBL,,,,
Q057E9,,Q057E9_BUCCC,,,,
Q05FH1,,Q05FH1_CARRP,,,,
Q06473,,COX1_SYNY3,,,,
Q06QA9,,,,Q06QA9_RAT,,
Q06QK0,,,,Q06QK0_RAT,,
Q070Q3,,,,Q070Q3_THECH,,
Q070R6,,,,Q070R6_POLVI,,
Q070S8,,,,Q070S8_9TELE,,
Q070U0,,,,Q070U0_MERMR,,
Q070W5,,,,Q070W5_GADOC,,
Q070X8,,,,Q070X8_GADOC,,
Q070Z3,,,,Q070Z3_9TELE,,
Q071B9,,,,Q071B9_BORSA,,
Q071D2,,,,Q071D2_ARCGL,,
Q072E0,,,,Q072E0_BUFGR,,
Q072L1,,,,Q072L1_NEONE,,
Q079S6,,,,Q079S6_PIG,,
Q07DT5,,,,Q07DT5_PLELO,,
Q07HB3,,Q07HB3_RHOP5,,,,
Q07JU1,,Q07JU1_RHOP5,,,,
Q089E5,,Q089E5_SHEFN,,,,
Q089H9,,Q089H9_SHEFN,,,,
Q08G47,,,,Q08G47_GALNG,,
Q08GM6,,,,Q08GM6_LAGFA,,
Q08GV2,,,,Q08GV2_VULVU,,
Q08GX8,,,,Q08GX8_PHOSI,,
Q08H43,,,,Q08H43_PAGGO,,
Q08HA8,,,,Q08HA8_LEPWE,,
Q08HG0,,,,Q08HG0_ARCTO,,
Q08HH3,,,,Q08HH3_NEOCN,,
Q08HI6,,,,Q08HI6_PHOHO,,
Q08HJ9,,,,Q08HJ9_ARCPU,,
Q08HL2,,,,Q08HL2_ZALCA,,
Q08HM5,,,,Q08HM5_CALUR,,
Q08M00,,,,Q08M00_THUOR,,
Q09EG9,,,,Q09EG9_RUSUS,,
Q09EK4,,,,,,Q09EK4_SORBI
Q09U94,,,,Q09U94_HUMAN,,
Q0ABY8,,Q0ABY8_ALKEH,,,,
Q0ADH4,,Q0ADH4_NITEC,,,,
Q0AEX5,,Q0AEX5_NITEC,,,,
Q0AI64,,Q0AI64_NITEC,,,,
Q0AMG8,,Q0AMG8_MARMM,,,,
Q0B156,,Q0B156_BURCM,,,,
Q0B269,,Q0B269_BURCM,,,,
Q0BBL6,,Q0BBL6_BURCM,,,,
Q0BDW1,,Q0BDW1_BURCM,,,,
Q0BNW8,,Q0BNW8_FRATO,,,,
Q0BPU6,,Q0BPU6_GRABC,,,Q0BPU6_GRABC,
Q0BSM9,,Q0BSM9_GRABC,,,,
Q0C3D2,,Q0C3D2_HYPNA,,,,
Q0GFE3,,,,Q0GFE3_9CHON,,
Q0GZL9,,Q0GZL9_PLAYO,,,,
Q0H8X7,,,,,,AI1_USTMA
Q0H8X8,,AI2_USTMA,,,,AI2_USTMA
Q0H8X9,,,,,,AI3_USTMA
Q0H8Y0,,,,,,AI4_USTMA
Q0H8Y1,,,,,,AI5_USTMA
Q0H8Y2,,,,,,AI7_USTMA
Q0H8Y3,,,,,,AI8_USTMA
Q0H8Y4,,,,,,COX1_USTMA
Q0HDI0,,Q0HDI0_SHESM,,,,
Q0HDL2,,Q0HDL2_SHESM,,,,
Q0HPR3,,Q0HPR3_SHESR,,,,
Q0HPW3,,Q0HPW3_SHESR,,,,
Q0I894,,Q0I894_SYNS3,,,,
Q0I8U1,,Q0I8U1_SYNS3,,,,
Q0JZI1,,Q0JZI1_CUPNH,,,,
Q0K2F7,,Q0K2F7_CUPNH,,,,
Q0KB47,,Q0KB47_CUPNH,,,,
Q0KCQ8,,Q0KCQ8_CUPNH,,,,
Q0KES7,,Q0KES7_CUPNH,,,,
Q0KGB2,,,,Q0KGB2_LACVR,,
Q0KJ14,,,,Q0KJ14_SOLSE,,
Q0P3F1,,Q0P3F1_OSTTA,,,,Q0P3F1_OSTTA
Q0PCT6,,,,Q0PCT6_9TELE,,
Q0R634,,,,Q0R634_9SAUR,,
Q0RCX2,,Q0RCX2_FRAAA,,,,
Q0RFI1,,Q0RFI1_FRAAA,,,,
Q0RI82,,Q0RI82_FRAAA,,,Q0RI82_FRAAA,
Q0RZF7,,Q0RZF7_RHOJR,,,,
Q0S2L5,,Q0S2L5_RHOJR,,,,
Q0S8X1,,Q0S8X1_RHOJR,,,,
Q0TKL1,,Q0TKL1_ECOL5,,,,
Q0VH99,,,,Q0VH99_CRABO,,
Q0VMW4,,Q0VMW4_ALCBS,,,,
Q0VNA1,,Q0VNA1_ALCBS,,,,
Q0VXC9,,,,Q0VXC9_HUMAN,,
Q0Z7D9,,,,Q0Z7D9_HUMAN,,
Q0Z7J1,,,,Q0Z7J1_HUMAN,,
Q0Z7K4,,,,Q0Z7K4_HUMAN,,
Q0Z7N0,,,,Q0Z7N0_HUMAN,,
Q0Z7S1,,,,Q0Z7S1_HUMAN,,
Q0Z7V8,,,,Q0Z7V8_HUMAN,,
Q0ZD52,,,,Q0ZD52_9PICI,,
Q0ZD54,,,,Q0ZD54_9PICI,,
Q0ZD55,,,,Q0ZD55_9PICI,,
Q0ZD56,,,,Q0ZD56_9PICI,,
Q0ZEM3,,,,Q0ZEM3_HUMAN,,
Q0ZNY0,,,,Q0ZNY0_LIOOB,,
Q114N7,,Q114N7_TRIEI,,,,
Q119R5,,Q119R5_TRIEI,,,,
Q11CG9,,Q11CG9_CHESB,,,,
Q11EK8,,Q11EK8_CHESB,,,,
Q11FG6,,Q11FG6_CHESB,,,,
Q11KD3,,Q11KD3_CHESB,,,Q11KD3_CHESB,
Q11SZ5,,Q11SZ5_CYTH3,,,,
Q12E45,,Q12E45_POLSJ,,,Q12E45_POLSJ,
Q12FK9,,Q12FK9_POLSJ,,,,
Q12ID3,,Q12ID3_SHEDO,,,,
Q13CY6,,Q13CY6_RHOPS,,,Q13CY6_RHOPS,
Q13DK5,,Q13DK5_RHOPS,,,,
Q13IJ6,,Q13IJ6_BURXL,,,,
Q13IT3,,Q13IT3_BURXL,,,,
Q13NL0,,Q13NL0_BURXL,,,,
Q13YQ4,,Q13YQ4_BURXL,,,,
Q145R8,,Q145R8_BURXL,,,,
Q146A9,,Q146A9_BURXL,,,Q146A9_BURXL,
Q14F91,,,,Q14F91_CYPCA,,
Q14JG2,,Q14JG2_FRAT1,,,,
Q14UZ8,,,,Q14UZ8_GAVGA,,
Q15GL4,,,,Q15GL4_PYGNE,,
Q15GM7,,,,Q15GM7_PILBA,,
Q15GP0,,,,Q15GP0_RHIRO,,
Q15GQ3,,,,Q15GQ3_PREME,,
Q15GR6,,,,Q15GR6_NASLA,,
Q15GS9,,,,Q15GS9_SEMEN,,
Q15HF4,,,,Q15HF4_HUMAN,,
Q15IJ2,,,,Q15IJ2_HUMAN,,
Q15MZ4,,Q15MZ4_PSEA6,,,,
